kind	key	id
location	fixed_central_yharnam_lot_2410450	0xBB1041
location	fixed_central_yharnam_lot_2410470	0xBB1042
location	fixed_central_yharnam_lot_2410480	0xBB1043
location	fixed_central_yharnam_lot_2410490	0xBB1044
location	fixed_central_yharnam_lot_2410510	0xBB1045
location	fixed_central_yharnam_lot_2410530	0xBB1046
location	fixed_central_yharnam_lot_2410540	0xBB1047
location	fixed_central_yharnam_lot_2410560	0xBB1048
location	fixed_central_yharnam_lot_2410570	0xBB1049
location	fixed_central_yharnam_lot_2410590	0xBB104A
location	fixed_central_yharnam_lot_2410600	0xBB104B
location	fixed_central_yharnam_lot_2410610	0xBB104C
location	fixed_central_yharnam_lot_2410620	0xBB104D
location	fixed_central_yharnam_lot_2410630	0xBB104E
location	fixed_central_yharnam_lot_2410640	0xBB104F
location	fixed_central_yharnam_lot_2410650	0xBB1050
location	fixed_central_yharnam_lot_2410920	0xBB1051
location	boss_cleric_beast	0xBB1052
item	quicksilver_bullets	0xBB0101
item	pebbles	0xBB0102
item	molotov_cocktails	0xBB0103
item	blood_stone_shards	0xBB0104
item	augur_of_ebrietas	0xBB0105
item	oedon_tomb_key	0xBB0106
location	treasure_underground_cell_inner_chamber_key	0xBB1053
location	fixed_cathedral_ward_lot_2400100	0xBB1054
location	fixed_cathedral_ward_lot_2400120	0xBB1055
location	fixed_cathedral_ward_lot_2400130	0xBB1056
location	fixed_cathedral_ward_lot_2400140	0xBB1057
location	fixed_cathedral_ward_lot_2400150	0xBB1058
location	fixed_cathedral_ward_lot_2400160	0xBB1059
location	fixed_cathedral_ward_lot_2400170	0xBB105A
location	fixed_cathedral_ward_lot_2400180	0xBB105B
location	fixed_cathedral_ward_lot_2400190	0xBB105C
location	fixed_cathedral_ward_lot_2400200	0xBB105D
location	fixed_cathedral_ward_lot_2400210	0xBB105E
location	fixed_cathedral_ward_lot_2400220	0xBB105F
location	fixed_cathedral_ward_lot_2400230	0xBB1060
location	fixed_cathedral_ward_lot_2400240	0xBB1061
location	fixed_cathedral_ward_lot_2400250	0xBB1062
location	fixed_cathedral_ward_lot_2400260	0xBB1063
location	fixed_cathedral_ward_lot_2400270	0xBB1064
location	fixed_cathedral_ward_lot_2400280	0xBB1065
location	fixed_cathedral_ward_lot_2400290	0xBB1066
location	fixed_cathedral_ward_lot_2400300	0xBB1067
location	fixed_cathedral_ward_lot_2400310	0xBB1068
location	fixed_cathedral_ward_lot_2400320	0xBB1069
location	fixed_cathedral_ward_lot_2400330	0xBB106A
location	fixed_cathedral_ward_lot_2400340	0xBB106B
location	fixed_cathedral_ward_lot_2400350	0xBB106C
location	fixed_cathedral_ward_lot_2400360	0xBB106D
location	fixed_cathedral_ward_lot_2400370	0xBB106E
location	fixed_cathedral_ward_lot_2400380	0xBB106F
location	fixed_cathedral_ward_lot_2400390	0xBB1070
location	fixed_cathedral_ward_lot_2400400	0xBB1071
location	fixed_cathedral_ward_lot_2400410	0xBB1072
location	fixed_cathedral_ward_lot_2400420	0xBB1073
location	fixed_cathedral_ward_lot_2400430	0xBB1074
location	fixed_cathedral_ward_lot_2400440	0xBB1075
location	fixed_cathedral_ward_lot_2400450	0xBB1076
location	fixed_cathedral_ward_lot_2400460	0xBB1077
location	fixed_cathedral_ward_lot_2400470	0xBB1078
location	fixed_cathedral_ward_lot_2400760	0xBB1079
location	fixed_cathedral_ward_lot_2400540	0xBB107A
location	fixed_cathedral_ward_lot_2400550	0xBB107B
location	fixed_cathedral_ward_lot_2400560	0xBB107C
location	fixed_cathedral_ward_lot_2400570	0xBB107D
location	fixed_cathedral_ward_lot_2400580	0xBB107E
location	fixed_cathedral_ward_lot_2400590	0xBB107F
location	fixed_cathedral_ward_lot_2400600	0xBB1080
location	fixed_cathedral_ward_lot_2400610	0xBB1081
location	fixed_cathedral_ward_lot_2400620	0xBB1082
location	fixed_cathedral_ward_lot_2400630	0xBB1083
location	fixed_cathedral_ward_lot_2400640	0xBB1084
location	fixed_cathedral_ward_lot_2400650	0xBB1085
location	fixed_cathedral_ward_lot_2400660	0xBB1086
location	fixed_cathedral_ward_lot_2400670	0xBB1087
location	fixed_cathedral_ward_lot_2400690	0xBB1088
location	fixed_cathedral_ward_lot_2400700	0xBB1089
location	fixed_cathedral_ward_lot_2400710	0xBB108A
location	fixed_cathedral_ward_lot_2400720	0xBB108B
location	fixed_cathedral_ward_lot_2400730	0xBB108C
location	fixed_cathedral_ward_lot_2400740	0xBB108D
location	fixed_cathedral_ward_lot_2400750	0xBB108E
location	fixed_old_yharnam_lot_2300000	0xBB108F
location	fixed_old_yharnam_lot_2300010	0xBB1090
location	fixed_old_yharnam_lot_2300020	0xBB1091
location	fixed_old_yharnam_lot_2300030	0xBB1092
location	fixed_old_yharnam_lot_2300040	0xBB1093
location	fixed_old_yharnam_lot_2300050	0xBB1094
location	fixed_old_yharnam_lot_2300060	0xBB1095
location	fixed_old_yharnam_lot_2300070	0xBB1096
location	fixed_old_yharnam_lot_2300080	0xBB1097
location	fixed_old_yharnam_lot_2300090	0xBB1098
location	fixed_old_yharnam_lot_2300100	0xBB1099
location	fixed_old_yharnam_lot_2300110	0xBB109A
location	fixed_old_yharnam_lot_2300120	0xBB109B
location	fixed_old_yharnam_lot_2300130	0xBB109C
location	fixed_old_yharnam_lot_2300140	0xBB109D
location	fixed_old_yharnam_lot_2300150	0xBB109E
location	fixed_old_yharnam_lot_2300160	0xBB109F
location	fixed_old_yharnam_lot_2300170	0xBB10A0
location	fixed_old_yharnam_lot_2300180	0xBB10A1
location	fixed_old_yharnam_lot_2300190	0xBB10A2
location	fixed_old_yharnam_lot_2300200	0xBB10A3
location	fixed_old_yharnam_lot_2300210	0xBB10A4
location	fixed_old_yharnam_lot_2300220	0xBB10A5
location	fixed_old_yharnam_lot_2300230	0xBB10A6
location	fixed_old_yharnam_lot_2300240	0xBB10A7
location	fixed_old_yharnam_lot_2300250	0xBB10A8
location	fixed_old_yharnam_lot_2300260	0xBB10A9
location	fixed_old_yharnam_lot_2300270	0xBB10AA
location	fixed_old_yharnam_lot_2300280	0xBB10AB
location	fixed_old_yharnam_lot_2300290	0xBB10AC
location	fixed_old_yharnam_lot_2300300	0xBB10AD
location	fixed_old_yharnam_lot_2300310	0xBB10AE
location	fixed_old_yharnam_lot_2300320	0xBB10AF
location	fixed_old_yharnam_lot_2300330	0xBB10B0
location	fixed_old_yharnam_lot_2300340	0xBB10B1
location	fixed_old_yharnam_lot_2300350	0xBB10B2
location	fixed_old_yharnam_lot_2300360	0xBB10B3
location	fixed_old_yharnam_lot_2300370	0xBB10B4
location	fixed_old_yharnam_lot_2300380	0xBB10B5
location	fixed_old_yharnam_lot_2300390	0xBB10B6
location	fixed_old_yharnam_lot_2300400	0xBB10B7
location	fixed_old_yharnam_lot_2300410	0xBB10B8
location	fixed_old_yharnam_lot_2300420	0xBB10B9
location	fixed_old_yharnam_lot_2300430	0xBB10BA
location	fixed_old_yharnam_lot_2300440	0xBB10BB
location	fixed_old_yharnam_lot_2300450	0xBB10BC
location	fixed_old_yharnam_lot_2300460	0xBB10BD
location	fixed_old_yharnam_lot_2300470	0xBB10BE
location	fixed_old_yharnam_lot_2300480	0xBB10BF
location	fixed_old_yharnam_lot_2300490	0xBB10C0
location	fixed_old_yharnam_lot_2300500	0xBB10C1
location	fixed_old_yharnam_lot_2300510	0xBB10C2
location	fixed_old_yharnam_lot_2300520	0xBB10C3
location	fixed_old_yharnam_lot_2300530	0xBB10C4
location	boss_witch_of_hemwick	0xBB10C5
location	boss_martyr_logarius	0xBB10C6
location	fixed_hemwick_lot_2200100	0xBB10C7
location	fixed_hemwick_lot_2200110	0xBB10C8
location	fixed_hemwick_lot_2200120	0xBB10C9
location	fixed_hemwick_lot_2200130	0xBB10CA
location	fixed_hemwick_lot_2200140	0xBB10CB
location	fixed_hemwick_lot_2200150	0xBB10CC
location	fixed_hemwick_lot_2200160	0xBB10CD
location	fixed_hemwick_lot_2200170	0xBB10CE
location	fixed_hemwick_lot_2200180	0xBB10CF
location	fixed_hemwick_lot_2200190	0xBB10D0
location	fixed_hemwick_lot_2200200	0xBB10D1
location	fixed_hemwick_lot_2200210	0xBB10D2
location	fixed_hemwick_lot_2200220	0xBB10D3
location	fixed_hemwick_lot_2200230	0xBB10D4
location	fixed_hemwick_lot_2200240	0xBB10D5
location	fixed_hemwick_lot_2200250	0xBB10D6
location	fixed_hemwick_lot_2200260	0xBB10D7
location	fixed_hemwick_lot_2200270	0xBB10D8
location	fixed_hemwick_lot_2200280	0xBB10D9
location	fixed_hemwick_lot_2200290	0xBB10DA
location	fixed_hemwick_lot_2200300	0xBB10DB
location	fixed_hemwick_lot_2200310	0xBB10DC
location	fixed_hemwick_lot_2200320	0xBB10DD
location	fixed_hemwick_lot_2200330	0xBB10DE
location	fixed_hemwick_lot_2200340	0xBB10DF
location	fixed_hemwick_lot_2200350	0xBB10E0
location	fixed_hemwick_lot_2200365	0xBB10E1
location	fixed_hemwick_lot_2200370	0xBB10E2
location	fixed_hemwick_lot_2200380	0xBB10E3
location	fixed_hemwick_lot_2200385	0xBB10E4
location	fixed_hemwick_lot_2200390	0xBB10E5
location	fixed_hemwick_lot_2200400	0xBB10E6
location	fixed_cainhurst_lot_2500100	0xBB10E7
location	fixed_cainhurst_lot_2500110	0xBB10E8
location	fixed_cainhurst_lot_2500120	0xBB10E9
location	fixed_cainhurst_lot_2500130	0xBB10EA
location	fixed_cainhurst_lot_2500140	0xBB10EB
location	fixed_cainhurst_lot_2500150	0xBB10EC
location	fixed_cainhurst_lot_2500160	0xBB10ED
location	fixed_cainhurst_lot_2500170	0xBB10EE
location	fixed_cainhurst_lot_2500180	0xBB10EF
location	fixed_cainhurst_lot_2500190	0xBB10F0
location	fixed_cainhurst_lot_2500200	0xBB10F1
location	fixed_cainhurst_lot_2500210	0xBB10F2
location	fixed_cainhurst_lot_2500220	0xBB10F3
location	fixed_cainhurst_lot_2500230	0xBB10F4
location	fixed_cainhurst_lot_2500240	0xBB10F5
location	fixed_cainhurst_lot_2500260	0xBB10F6
location	fixed_cainhurst_lot_2500270	0xBB10F7
location	fixed_cainhurst_lot_2501000	0xBB10F8
location	fixed_cainhurst_lot_2501010	0xBB10F9
location	fixed_cainhurst_lot_2501020	0xBB10FA
location	fixed_cainhurst_lot_2501030	0xBB10FB
location	fixed_cainhurst_lot_2501040	0xBB10FC
location	fixed_cainhurst_lot_2501050	0xBB10FD
location	fixed_cainhurst_lot_2501060	0xBB10FE
location	fixed_cainhurst_lot_2501070	0xBB10FF
location	fixed_cainhurst_lot_2501080	0xBB1100
location	fixed_forbidden_woods_lot_2700100	0xBB1101
location	fixed_forbidden_woods_lot_2700110	0xBB1102
location	fixed_forbidden_woods_lot_2700120	0xBB1103
location	fixed_forbidden_woods_lot_2700130	0xBB1104
location	fixed_forbidden_woods_lot_2700140	0xBB1105
location	fixed_forbidden_woods_lot_2700150	0xBB1106
location	fixed_forbidden_woods_lot_2700170	0xBB1107
location	fixed_forbidden_woods_lot_2700180	0xBB1108
location	fixed_forbidden_woods_lot_2700185	0xBB1109
location	fixed_forbidden_woods_lot_2700190	0xBB110A
location	fixed_forbidden_woods_lot_2700200	0xBB110B
location	fixed_forbidden_woods_lot_2700205	0xBB110C
location	fixed_forbidden_woods_lot_2700210	0xBB110D
location	fixed_forbidden_woods_lot_2700220	0xBB110E
location	fixed_forbidden_woods_lot_2700230	0xBB110F
location	fixed_forbidden_woods_lot_2700240	0xBB1110
location	fixed_forbidden_woods_lot_2700250	0xBB1111
location	fixed_forbidden_woods_lot_2700260	0xBB1112
location	fixed_forbidden_woods_lot_2700270	0xBB1113
location	fixed_forbidden_woods_lot_2700290	0xBB1114
location	fixed_forbidden_woods_lot_2700300	0xBB1115
location	fixed_forbidden_woods_lot_2700310	0xBB1116
location	fixed_forbidden_woods_lot_2700320	0xBB1117
location	fixed_forbidden_woods_lot_2700330	0xBB1118
location	fixed_forbidden_woods_lot_2700340	0xBB1119
location	fixed_forbidden_woods_lot_2700350	0xBB111A
location	fixed_forbidden_woods_lot_2700360	0xBB111B
location	fixed_forbidden_woods_lot_2700370	0xBB111C
location	fixed_forbidden_woods_lot_2700380	0xBB111D
location	fixed_forbidden_woods_lot_2700385	0xBB111E
location	fixed_forbidden_woods_lot_2700390	0xBB111F
location	fixed_forbidden_woods_lot_2700400	0xBB1120
location	fixed_forbidden_woods_lot_2700410	0xBB1121
location	fixed_forbidden_woods_lot_2700420	0xBB1122
location	fixed_forbidden_woods_lot_2700430	0xBB1123
location	fixed_forbidden_woods_lot_2700440	0xBB1124
location	fixed_forbidden_woods_lot_2700450	0xBB1125
location	fixed_forbidden_woods_lot_2700460	0xBB1126
location	fixed_forbidden_woods_lot_2700470	0xBB1127
location	fixed_forbidden_woods_lot_2700480	0xBB1128
location	fixed_forbidden_woods_lot_2700490	0xBB1129
location	fixed_forbidden_woods_lot_2700500	0xBB112A
location	fixed_forbidden_woods_lot_2700510	0xBB112B
location	fixed_forbidden_woods_lot_2700520	0xBB112C
location	fixed_forbidden_woods_lot_2700540	0xBB112D
location	fixed_forbidden_woods_lot_2700545	0xBB112E
location	fixed_forbidden_woods_lot_2700550	0xBB112F
location	fixed_forbidden_woods_lot_2700560	0xBB1130
location	fixed_forbidden_woods_lot_2700570	0xBB1131
location	fixed_forbidden_woods_lot_2700575	0xBB1132
location	fixed_forbidden_woods_lot_2700580	0xBB1133
location	fixed_forbidden_woods_lot_2700590	0xBB1134
location	fixed_forbidden_woods_lot_2700600	0xBB1135
location	fixed_forbidden_woods_lot_2700610	0xBB1136
location	fixed_forbidden_woods_lot_2700640	0xBB1137
location	fixed_forbidden_woods_lot_2700650	0xBB1138
location	fixed_forbidden_woods_lot_2700660	0xBB1139
location	fixed_forbidden_woods_lot_2700670	0xBB113A
location	fixed_forbidden_woods_lot_2700690	0xBB113B
location	fixed_forbidden_woods_lot_2700700	0xBB113C
location	fixed_forbidden_woods_lot_2700720	0xBB113D
location	fixed_forbidden_woods_lot_2700740	0xBB113E
location	fixed_forbidden_woods_lot_2700750	0xBB113F
location	fixed_forbidden_woods_lot_2700760	0xBB1140
location	fixed_forbidden_woods_lot_2700770	0xBB1141
location	fixed_forbidden_woods_lot_2700780	0xBB1142
location	fixed_forbidden_woods_lot_2700790	0xBB1143
location	fixed_forbidden_woods_lot_2700800	0xBB1144
location	fixed_forbidden_woods_lot_2700810	0xBB1145
location	fixed_forbidden_woods_lot_2700860	0xBB1146
location	fixed_forbidden_woods_lot_2700870	0xBB1147
location	fixed_forbidden_woods_lot_2700880	0xBB1148
location	fixed_forbidden_woods_lot_2700890	0xBB1149
location	fixed_forbidden_woods_lot_2700900	0xBB114A
location	fixed_forbidden_woods_lot_2700910	0xBB114B
location	fixed_forbidden_woods_lot_2700920	0xBB114C
location	fixed_forbidden_woods_lot_2700930	0xBB114D
location	fixed_forbidden_woods_lot_2700940	0xBB114E
location	fixed_forbidden_woods_lot_2700950	0xBB114F
location	fixed_forbidden_woods_lot_2700960	0xBB1150
location	fixed_yahargul_lot_2800000	0xBB1151
location	fixed_yahargul_lot_2800010	0xBB1152
location	fixed_yahargul_lot_2800020	0xBB1153
location	fixed_yahargul_lot_2800030	0xBB1154
location	fixed_yahargul_lot_2800040	0xBB1155
location	fixed_yahargul_lot_2800050	0xBB1156
location	fixed_yahargul_lot_2800055	0xBB1157
location	fixed_yahargul_lot_2800060	0xBB1158
location	fixed_yahargul_lot_2800070	0xBB1159
location	fixed_yahargul_lot_2800080	0xBB115A
location	fixed_yahargul_lot_2800090	0xBB115B
location	fixed_yahargul_lot_2800100	0xBB115C
location	fixed_yahargul_lot_2800110	0xBB115D
location	fixed_yahargul_lot_2800120	0xBB115E
location	fixed_yahargul_lot_2800130	0xBB115F
location	fixed_yahargul_lot_2800140	0xBB1160
location	fixed_yahargul_lot_2800145	0xBB1161
location	fixed_yahargul_lot_2800150	0xBB1162
location	fixed_yahargul_lot_2800160	0xBB1163
location	fixed_yahargul_lot_2800180	0xBB1164
location	fixed_yahargul_lot_2800210	0xBB1165
location	fixed_yahargul_lot_2800300	0xBB1166
location	fixed_yahargul_lot_2800310	0xBB1167
location	fixed_yahargul_lot_2800330	0xBB1168
location	fixed_yahargul_lot_2800340	0xBB1169
location	fixed_yahargul_lot_2800350	0xBB116A
location	fixed_yahargul_lot_2800355	0xBB116B
location	fixed_yahargul_lot_2800360	0xBB116C
location	fixed_yahargul_lot_2800380	0xBB116D
location	fixed_yahargul_lot_2800400	0xBB116E
location	fixed_yahargul_lot_2800410	0xBB116F
location	fixed_yahargul_lot_2800420	0xBB1170
location	fixed_yahargul_lot_2800430	0xBB1171
location	fixed_yahargul_lot_2800440	0xBB1172
location	fixed_yahargul_lot_2800450	0xBB1173
location	fixed_yahargul_lot_2800500	0xBB1174
location	fixed_yahargul_lot_2800510	0xBB1175
location	fixed_yahargul_lot_2800520	0xBB1176
location	fixed_yahargul_lot_2800530	0xBB1177
location	fixed_yahargul_lot_2800620	0xBB1178
location	fixed_yahargul_lot_2800630	0xBB1179
location	fixed_yahargul_lot_2800640	0xBB117A
location	fixed_yahargul_lot_2800650	0xBB117B
location	fixed_yahargul_lot_2800660	0xBB117C
location	fixed_yahargul_lot_2800670	0xBB117D
location	fixed_yahargul_lot_2800680	0xBB117E
location	fixed_yahargul_lot_2800690	0xBB117F
location	fixed_yahargul_lot_2800700	0xBB1180
location	fixed_yahargul_lot_2800710	0xBB1181
item	chikage	0xBB000D
item	blade_of_mercy	0xBB000E
item	hunter_axe	0xBB000F
item	burial_blade	0xBB0010
item	saw_cleaver	0xBB0011
item	kirkhammer	0xBB0012
item	ludwigs_holy_blade	0xBB0013
item	beast_claw	0xBB0014
item	rifle_spear	0xBB0015
item	reiterpallasch	0xBB0016
item	stake_driver	0xBB0017
item	logarius_wheel	0xBB0018
item	tonitrus	0xBB0019
item	threaded_cane	0xBB001A
item	hunter_blunderbuss	0xBB001B
item	ludwigs_rifle	0xBB001C
item	hunter_pistol	0xBB001D
item	repeating_pistol	0xBB001E
item	cannon	0xBB001F
item	uncanny_chikage	0xBB0020
item	uncanny_blade_of_mercy	0xBB0021
item	uncanny_hunter_axe	0xBB0022
item	uncanny_burial_blade	0xBB0023
item	uncanny_saw_cleaver	0xBB0024
item	uncanny_kirkhammer	0xBB0025
item	uncanny_ludwigs_holy_blade	0xBB0026
item	uncanny_beast_claw	0xBB0027
item	uncanny_rifle_spear	0xBB0028
item	uncanny_reiterpallasch	0xBB0029
item	uncanny_stake_driver	0xBB002A
item	uncanny_logarius_wheel	0xBB002B
item	uncanny_tonitrus	0xBB002C
item	uncanny_threaded_cane	0xBB002D
item	antidote	0xBB0107
item	sedatives	0xBB0108
item	beast_blood_pellet	0xBB0109
item	blue_elixir	0xBB010A
item	poison_knife	0xBB010B
item	throwing_knife	0xBB010C
item	fire_paper	0xBB010D
item	bolt_paper	0xBB010E
item	bone_marrow_ash	0xBB010F
item	lead_elixir	0xBB0110
item	twin_blood_stone_shards	0xBB0111
item	blood_stone_chunks	0xBB0112
item	blood_rock	0xBB0113
item	bold_hunters_mark	0xBB0114
item	oil_urn	0xBB0115
item	numbing_mist	0xBB0116
item	pungent_blood_cocktail	0xBB0117
item	shaman_bone_blade	0xBB0118
item	madmans_knowledge	0xBB0119
item	great_ones_wisdom	0xBB011A
item	coldblood_dew	0xBB011B
item	thick_coldblood	0xBB011C
item	frenzied_coldblood	0xBB011D
item	kin_coldblood	0xBB011E
item	beast_roar	0xBB011F
item	empty_phantasm_shell	0xBB0120
item	old_hunter_bone	0xBB0121
item	executioners_gloves	0xBB0122
item	tiny_tonitrus	0xBB0123
item	a_call_beyond	0xBB0124
item	choir_bell	0xBB0125
item	blacksky_eye	0xBB0126
item	messengers_gift	0xBB0127
location	boss_amygdala	0xBB1151
location	fixed_nightmare_frontier_lot_3300000	0xBB1152
location	fixed_nightmare_frontier_lot_3300010	0xBB1153
location	fixed_nightmare_frontier_lot_3300015	0xBB1154
location	fixed_nightmare_frontier_lot_3300020	0xBB1155
location	fixed_nightmare_frontier_lot_3300030	0xBB1156
location	fixed_nightmare_frontier_lot_3300040	0xBB1157
location	fixed_nightmare_frontier_lot_3300050	0xBB1158
location	fixed_nightmare_frontier_lot_3300055	0xBB1159
location	fixed_nightmare_frontier_lot_3300060	0xBB115A
location	fixed_nightmare_frontier_lot_3300070	0xBB115B
location	fixed_nightmare_frontier_lot_3300080	0xBB115C
location	fixed_nightmare_frontier_lot_3300090	0xBB115D
location	fixed_nightmare_frontier_lot_3300100	0xBB115E
location	fixed_nightmare_frontier_lot_3300110	0xBB115F
location	fixed_nightmare_frontier_lot_3300120	0xBB1160
location	fixed_nightmare_frontier_lot_3300130	0xBB1161
location	fixed_nightmare_frontier_lot_3300140	0xBB1162
location	fixed_nightmare_frontier_lot_3300150	0xBB1163
location	fixed_nightmare_frontier_lot_3300160	0xBB1164
location	fixed_nightmare_frontier_lot_3300170	0xBB1165
location	fixed_nightmare_frontier_lot_3300180	0xBB1166
location	fixed_nightmare_frontier_lot_3300190	0xBB1167
location	fixed_nightmare_frontier_lot_3300200	0xBB1168
location	fixed_nightmare_frontier_lot_3300210	0xBB1169
location	fixed_nightmare_frontier_lot_3300220	0xBB116A
location	fixed_nightmare_frontier_lot_3300225	0xBB116B
location	fixed_nightmare_frontier_lot_3300240	0xBB116C
location	fixed_nightmare_frontier_lot_3300250	0xBB116D
location	fixed_nightmare_frontier_lot_3300260	0xBB116E
location	fixed_nightmare_frontier_lot_3300270	0xBB116F
location	fixed_nightmare_frontier_lot_3300280	0xBB1170
location	fixed_nightmare_frontier_lot_3300290	0xBB1171
location	fixed_nightmare_frontier_lot_3300300	0xBB1172
location	fixed_nightmare_frontier_lot_3300310	0xBB1173
location	fixed_nightmare_frontier_lot_3300320	0xBB1174
location	fixed_nightmare_frontier_lot_3300325	0xBB1175
location	fixed_nightmare_frontier_lot_3300330	0xBB1176
location	fixed_nightmare_frontier_lot_3300340	0xBB1177
location	fixed_nightmare_frontier_lot_3300350	0xBB1178
location	fixed_nightmare_frontier_lot_3300360	0xBB1179
location	fixed_nightmare_frontier_lot_3300370	0xBB117A
location	fixed_nightmare_frontier_lot_3300380	0xBB117B
location	fixed_nightmare_frontier_lot_3300385	0xBB117C
location	fixed_nightmare_frontier_lot_3300390	0xBB117D
item	beasthunter_saif	0xBB0128
item	beast_cutter	0xBB0129
item	amygdalan_arm	0xBB012A
item	boom_hammer	0xBB012B
item	whirligig_saw	0xBB012C
item	church_cannon	0xBB012D
item	fist_of_gratia	0xBB012E
item	loch_shield	0xBB012F
item	blood_gem_workshop_tool	0xBB0130
item	rune_workshop_tool	0xBB0131
